Subject	Phase	ADL	time
6	2.0	3.0	5.081
18	3.0	11.0	9.501
13	2.0	17.0	6.511
17	3.0	16.0	11.761
15	2.0	19.0	9.941
18	2.0	23.0	4.341
10	3.0	26.0	10.671
4	2.0	11.0	4.251
2	2.0	17.0	21.891
13	2.0	25.0	4.251
18	2.0	1.0	4.201
2	2.0	21.0	6.921
20	2.0	15.0	11.731
13	2.0	25.0	3.71
15	2.0	15.0	8.451
3	2.0	6.0	3.46
3	2.0	10.0	6.581
17	2.0	24.0	8.811
20	2.0	12.0	6.721
11	2.0	21.0	2.54
11	1.0	11.0	1.49
17	2.0	15.0	18.411
22	2.0	22.0	7.151
12	2.0	14.0	13.731
17	2.0	17.0	19.911
3	2.0	6.0	7.141
14	3.0	18.0	6.221
22	2.0	19.0	13.741
5	3.0	19.0	16.511
14	2.0	8.0	4.821
2	1.0	25.0	3.62
19	2.0	26.0	2.9
2	2.0	14.0	11.791
1	2.0	14.0	11.991
10	2.0	14.0	9.971
12	2.0	23.0	3.1
10	2.0	19.0	9.711
4	1.0	3.0	2.86
18	2.0	17.0	5.731
5	2.0	18.0	4.741
7	2.0	17.0	26.911
2	2.0	12.0	5.111
2	3.0	13.0	12.341
6	2.0	16.0	6.121
5	3.0	19.0	16.791
9	2.0	26.0	6.411
2	1.0	12.0	2.27
6	2.0	7.0	5.481
2	2.0	17.0	7.261
5	3.0	19.0	14.961
10	2.0	17.0	11.461
13	2.0	15.0	11.581
16	3.0	9.0	3.99
10	2.0	25.0	4.151
10	3.0	14.0	13.211
16	2.0	21.0	11.701
3	2.0	19.0	9.281
7	2.0	21.0	3.44
6	2.0	23.0	3.48
16	2.0	19.0	13.181
17	2.0	11.0	8.551
20	2.0	17.0	8.851
20	2.0	17.0	9.231
18	3.0	12.0	12.671
18	2.0	25.0	3.44
13	2.0	19.0	7.361
5	2.0	19.0	8.861
20	3.0	7.0	10.581
10	2.0	10.0	3.53
12	2.0	21.0	5.111
17	2.0	20.0	3.04
1	2.0	17.0	23.341
9	1.0	6.0	2.69
17	2.0	13.0	4.921
19	2.0	25.0	3.25
9	2.0	10.0	2.78
17	3.0	16.0	11.501
4	2.0	21.0	8.641
21	2.0	6.0	5.401
16	2.0	4.0	3.69
15	2.0	10.0	5.511
2	2.0	6.0	9.291
8	2.0	6.0	3.92
12	3.0	3.0	7.641
2	2.0	21.0	12.301
9	2.0	7.0	3.97
19	3.0	5.0	5.531
4	3.0	19.0	15.381
4	2.0	19.0	2.5
8	3.0	24.0	8.271
16	2.0	12.0	2.49
10	3.0	17.0	21.051
11	3.0	7.0	7.571
21	3.0	1.0	5.221
21	2.0	10.0	6.881
20	2.0	19.0	10.771
11	3.0	10.0	10.491
13	3.0	22.0	10.711
6	3.0	5.0	5.111
15	2.0	6.0	5.261
6	3.0	12.0	9.031
21	3.0	6.0	8.661
6	2.0	6.0	4.941
16	2.0	26.0	3.74
12	3.0	20.0	6.701
5	1.0	10.0	2.06
3	2.0	6.0	8.901
14	2.0	7.0	9.521
10	2.0	12.0	4.251
5	2.0	25.0	4.811
12	2.0	10.0	10.991
10	2.0	16.0	4.641
14	2.0	4.0	4.431
17	2.0	3.0	6.171
18	2.0	4.0	4.561
5	2.0	7.0	13.711
5	2.0	10.0	12.771
3	2.0	14.0	13.931
2	3.0	15.0	19.931
18	2.0	12.0	6.631
4	3.0	17.0	22.331
19	2.0	10.0	2.42
8	2.0	18.0	3.68
19	2.0	21.0	13.801
9	1.0	9.0	2.64
20	2.0	14.0	6.851
19	2.0	21.0	6.441
6	2.0	25.0	2.92
3	2.0	24.0	4.311
22	2.0	19.0	9.751
5	3.0	16.0	9.841
19	2.0	5.0	3.86
19	1.0	15.0	1.75
10	2.0	17.0	7.761
4	2.0	17.0	17.631
4	1.0	21.0	3.42
10	2.0	6.0	1.8
22	2.0	8.0	3.47
1	2.0	18.0	5.051
1	2.0	22.0	4.861
12	2.0	17.0	8.131
17	2.0	17.0	24.581
9	2.0	21.0	12.231
11	2.0	20.0	4.481
11	2.0	15.0	12.031
5	2.0	17.0	18.821
15	2.0	19.0	7.501
7	2.0	17.0	26.491
12	2.0	18.0	4.891
3	2.0	23.0	7.781
17	2.0	19.0	7.651
8	3.0	26.0	8.271
9	2.0	26.0	7.151
6	2.0	6.0	8.161
4	2.0	23.0	8.911
7	3.0	13.0	8.601
3	2.0	26.0	3.78
1	2.0	4.0	3.57
6	3.0	11.0	8.241
18	2.0	6.0	14.431
4	2.0	10.0	11.051
21	2.0	11.0	6.361
12	2.0	15.0	13.181
10	3.0	19.0	30.801
22	2.0	9.0	4.881
14	2.0	18.0	3.24
8	2.0	25.0	3.09
18	2.0	14.0	10.961
1	1.0	20.0	1.79
13	2.0	23.0	3.76
15	2.0	19.0	6.461
18	2.0	22.0	6.431
9	2.0	17.0	7.661
10	2.0	6.0	2.14
5	3.0	25.0	7.391
14	2.0	17.0	14.221
15	2.0	15.0	8.121
21	2.0	16.0	11.351
14	2.0	10.0	4.781
2	2.0	11.0	6.911
10	1.0	24.0	1.49
5	2.0	24.0	4.06
8	1.0	20.0	1.63
12	3.0	1.0	4.911
22	3.0	14.0	19.921
13	2.0	13.0	2.86
15	2.0	26.0	6.611
19	3.0	26.0	10.641
20	2.0	7.0	3.32
17	2.0	21.0	15.641
22	2.0	23.0	3.57
21	2.0	16.0	4.601
16	2.0	22.0	3.67
17	2.0	17.0	12.421
19	3.0	8.0	7.401
5	2.0	17.0	9.051
11	3.0	24.0	8.441
14	2.0	22.0	2.79
7	2.0	15.0	2.73
6	3.0	22.0	8.121
20	1.0	12.0	2.39
21	2.0	26.0	9.391
5	2.0	15.0	4.271
20	2.0	19.0	14.331
3	2.0	4.0	3.56
17	2.0	15.0	12.631
8	2.0	11.0	2.32
18	2.0	4.0	3.02
21	2.0	26.0	6.261
19	2.0	24.0	7.221
2	2.0	24.0	13.411
11	3.0	7.0	6.771
4	2.0	17.0	19.581
4	2.0	19.0	9.401
6	3.0	16.0	8.691
6	3.0	3.0	5.521
4	1.0	16.0	2.36
11	3.0	23.0	9.091
1	2.0	10.0	6.841
6	3.0	9.0	3.45
15	2.0	23.0	4.901
12	2.0	6.0	7.431
8	3.0	16.0	9.861
11	2.0	21.0	6.751
19	3.0	3.0	6.621
21	2.0	19.0	16.821
4	2.0	26.0	8.141
9	2.0	19.0	11.311
15	2.0	12.0	2.35
12	2.0	25.0	4.01
10	2.0	21.0	11.121
7	2.0	14.0	9.181
9	3.0	16.0	8.591
15	2.0	8.0	3.56
11	1.0	12.0	2.25
20	2.0	19.0	13.841
18	1.0	5.0	2.71
4	2.0	16.0	3.49
3	3.0	23.0	9.951
15	2.0	21.0	18.771
15	2.0	11.0	6.031
6	2.0	23.0	3.81
9	2.0	14.0	6.581
8	2.0	21.0	16.261
18	3.0	17.0	21.641
17	3.0	16.0	11.821
4	3.0	25.0	8.421
6	2.0	3.0	4.821
10	1.0	24.0	1.58
5	2.0	10.0	5.371
10	2.0	19.0	23.171
9	2.0	21.0	5.201
12	2.0	15.0	11.471
17	3.0	5.0	5.991
18	2.0	10.0	10.841
1	2.0	14.0	7.531
15	3.0	12.0	10.121
2	2.0	21.0	18.701
15	2.0	14.0	13.971
20	3.0	20.0	6.181
15	2.0	13.0	10.981
11	2.0	19.0	9.271
22	3.0	3.0	7.551
18	3.0	26.0	11.111
16	2.0	12.0	7.661
13	2.0	15.0	11.151
11	2.0	11.0	9.481
14	2.0	11.0	9.131
6	2.0	17.0	9.181
19	2.0	26.0	3.52
18	2.0	23.0	6.791
16	2.0	24.0	3.03
8	2.0	16.0	5.701
19	1.0	24.0	2.25
19	2.0	14.0	11.851
22	3.0	20.0	7.571
18	2.0	14.0	9.991
5	3.0	7.0	14.381
1	2.0	21.0	23.751
12	2.0	26.0	4.14
6	2.0	12.0	4.07
13	2.0	23.0	8.341
16	2.0	23.0	2.45
17	1.0	1.0	3.6
21	2.0	14.0	10.581
14	2.0	19.0	2.8
8	2.0	21.0	6.041
16	2.0	16.0	3.44
16	2.0	19.0	17.991
14	2.0	6.0	3.57
6	2.0	22.0	3.3
12	2.0	3.0	5.891
14	2.0	7.0	9.541
17	2.0	22.0	7.881
11	3.0	9.0	4.151
20	3.0	19.0	20.191
21	3.0	4.0	8.391
8	2.0	4.0	2.84
1	2.0	14.0	9.511
6	3.0	14.0	11.421
13	3.0	25.0	6.661
10	2.0	26.0	4.411
10	2.0	3.0	4.211
17	3.0	24.0	13.431
16	2.0	14.0	5.711
5	2.0	21.0	22.601
11	2.0	18.0	5.111
2	2.0	7.0	2.91
3	1.0	25.0	2.53
11	2.0	11.0	3.36
7	2.0	7.0	3.78
1	2.0	19.0	6.651
2	2.0	16.0	4.171
15	3.0	25.0	7.821
9	2.0	17.0	19.101
3	2.0	23.0	4.07
15	2.0	2.0	2.68
17	2.0	11.0	8.121
8	3.0	10.0	11.271
5	2.0	26.0	6.401
10	1.0	22.0	1.29
12	3.0	26.0	9.671
21	2.0	20.0	3.88
21	2.0	26.0	6.231
2	2.0	20.0	5.771
11	2.0	21.0	11.031
16	2.0	21.0	13.601
8	2.0	15.0	7.851
3	2.0	17.0	18.901
21	2.0	16.0	3.47
13	3.0	16.0	8.131
8	2.0	19.0	8.901
10	2.0	20.0	4.971
17	2.0	3.0	3.09
8	2.0	22.0	2.17
13	2.0	14.0	7.211
11	3.0	25.0	6.801
10	2.0	12.0	10.111
3	2.0	14.0	4.541
5	3.0	17.0	30.501
16	2.0	13.0	2.52
3	1.0	9.0	2.5
19	2.0	8.0	2.85
22	2.0	19.0	14.241
18	1.0	7.0	2.29
3	1.0	17.0	1.78
22	2.0	14.0	15.521
15	3.0	9.0	4.961
22	2.0	2.0	6.221
2	2.0	20.0	8.261
17	3.0	9.0	5.381
19	2.0	5.0	3.14
17	2.0	17.0	9.711
22	2.0	2.0	8.391
13	2.0	13.0	5.191
6	3.0	16.0	8.551
22	2.0	22.0	3.87
7	2.0	22.0	8.031
21	2.0	11.0	3.34
22	2.0	19.0	19.901
16	3.0	10.0	10.811
5	1.0	18.0	2.58
21	2.0	7.0	8.971
16	2.0	16.0	7.681
10	2.0	17.0	7.911
3	3.0	4.0	7.541
15	3.0	16.0	10.611
14	2.0	5.0	3.82
17	2.0	3.0	4.811
17	2.0	19.0	16.241
18	3.0	19.0	12.571
4	2.0	12.0	3.75
18	3.0	14.0	14.561
3	2.0	23.0	7.951
1	2.0	15.0	4.841
11	2.0	3.0	5.571
1	3.0	5.0	5.301
20	2.0	24.0	6.231
2	2.0	17.0	19.551
15	2.0	22.0	6.831
11	2.0	10.0	6.921
16	2.0	14.0	5.781
7	1.0	8.0	2.76
12	2.0	11.0	1.9
20	2.0	23.0	5.991
22	2.0	2.0	6.261
20	2.0	10.0	8.091
22	3.0	10.0	14.961
10	2.0	19.0	13.491
10	2.0	22.0	8.871
17	2.0	11.0	11.141
6	2.0	13.0	6.801
5	2.0	4.0	6.111
1	2.0	17.0	2.37
2	2.0	26.0	5.051
12	2.0	14.0	14.051
19	1.0	5.0	1.98
20	2.0	26.0	7.601
6	2.0	21.0	9.681
10	2.0	21.0	7.581
7	1.0	1.0	2.35
12	2.0	19.0	4.321
12	2.0	25.0	5.641
1	1.0	19.0	1.68
8	2.0	25.0	2.76
1	2.0	8.0	2.76
3	2.0	11.0	11.831
15	3.0	4.0	9.181
10	2.0	14.0	10.311
5	2.0	12.0	4.971
5	3.0	5.0	7.021
3	2.0	26.0	7.621
13	2.0	26.0	6.091
7	1.0	6.0	2.11
19	2.0	15.0	8.831
7	1.0	1.0	2.8
14	1.0	26.0	1.43
11	2.0	6.0	7.021
16	1.0	16.0	1.68
17	2.0	17.0	15.171
18	2.0	16.0	4.591
2	2.0	13.0	8.441
5	2.0	26.0	6.571
18	3.0	1.0	5.321
22	3.0	2.0	10.601
12	2.0	11.0	4.471
13	3.0	10.0	13.391
13	2.0	1.0	4.981
12	2.0	21.0	4.651
4	2.0	17.0	14.181
20	2.0	21.0	9.661
9	2.0	14.0	5.521
19	2.0	22.0	2.75
3	2.0	2.0	6.751
20	2.0	22.0	9.001
18	1.0	15.0	2.62
16	2.0	6.0	5.131
8	2.0	21.0	8.821
2	3.0	24.0	16.711
7	2.0	7.0	5.281
4	2.0	24.0	6.321
12	2.0	25.0	6.091
19	1.0	2.0	1.66
22	3.0	8.0	7.971
17	3.0	17.0	27.351
4	2.0	10.0	3.56
12	2.0	26.0	8.701
22	2.0	14.0	12.741
9	2.0	17.0	12.091
11	3.0	12.0	11.161
21	2.0	14.0	11.921
22	3.0	10.0	16.001
5	2.0	12.0	6.971
21	2.0	21.0	8.691
6	2.0	26.0	10.511
21	2.0	19.0	9.871
14	2.0	14.0	6.181
17	2.0	21.0	7.381
5	1.0	17.0	2.89
18	2.0	17.0	16.561
1	2.0	10.0	5.871
14	2.0	12.0	4.881
17	1.0	17.0	3.49
2	2.0	19.0	15.061
3	2.0	17.0	2.84
6	2.0	3.0	3.23
15	2.0	10.0	4.501
12	2.0	26.0	8.761
7	2.0	13.0	5.541
10	2.0	10.0	4.13
6	2.0	2.0	5.021
11	2.0	2.0	1.95
3	3.0	23.0	9.461
5	3.0	6.0	12.291
22	3.0	13.0	6.911
11	2.0	23.0	7.521
4	2.0	21.0	4.191
21	2.0	6.0	3.72
8	2.0	7.0	5.421
14	2.0	7.0	7.281
6	3.0	7.0	14.801
17	2.0	6.0	14.601
10	2.0	14.0	8.261
12	3.0	15.0	14.321
11	2.0	19.0	10.441
16	2.0	21.0	5.741
7	1.0	24.0	2.29
19	2.0	14.0	12.931
6	2.0	21.0	2.25
3	2.0	21.0	8.511
19	2.0	15.0	11.911
19	3.0	1.0	4.06
9	3.0	1.0	5.821
22	2.0	25.0	8.131
17	3.0	4.0	7.631
19	2.0	8.0	4.811
19	2.0	5.0	2.9
17	2.0	26.0	7.211
15	2.0	14.0	21.541
5	2.0	2.0	3.9
20	3.0	9.0	4.481
7	1.0	1.0	1.95
13	3.0	1.0	5.411
11	2.0	17.0	19.161
22	2.0	21.0	4.151
22	1.0	5.0	1.78
7	1.0	21.0	1.72
12	2.0	1.0	2.61
4	3.0	26.0	10.341
15	2.0	21.0	19.551
22	2.0	24.0	4.661
9	1.0	13.0	2.05
22	2.0	10.0	3.42
8	2.0	9.0	3.32
13	3.0	26.0	9.201
1	2.0	6.0	5.341
13	2.0	14.0	15.021
22	3.0	13.0	6.731
15	2.0	10.0	5.641
17	2.0	22.0	4.941
10	3.0	19.0	29.131
1	1.0	2.0	2.19
8	2.0	21.0	11.711
17	2.0	23.0	8.831
19	2.0	16.0	4.771
22	1.0	5.0	2.03
15	2.0	10.0	6.751
15	2.0	14.0	6.851
4	3.0	7.0	12.261
15	2.0	17.0	6.951
17	2.0	21.0	6.811
22	3.0	4.0	8.301
16	2.0	14.0	9.821
13	2.0	15.0	9.041
9	2.0	7.0	6.071
6	2.0	21.0	2.85
3	3.0	12.0	13.031
19	2.0	19.0	9.811
2	2.0	10.0	4.12
3	2.0	19.0	2.77
14	2.0	26.0	4.181
13	2.0	24.0	7.591
19	2.0	21.0	4.921
6	2.0	6.0	3.04
19	2.0	14.0	10.721
19	2.0	21.0	17.471
17	2.0	11.0	12.201
16	2.0	5.0	3.86
11	2.0	14.0	9.031
9	2.0	16.0	8.351
8	2.0	17.0	13.301
8	3.0	6.0	10.621
8	3.0	8.0	6.861
20	2.0	14.0	6.331
14	2.0	15.0	1.27
3	2.0	17.0	16.031
11	2.0	16.0	8.581
1	1.0	23.0	1.64
4	2.0	10.0	10.951
10	2.0	19.0	23.751
8	2.0	26.0	3.91
22	2.0	17.0	6.871
3	3.0	25.0	9.541
14	1.0	18.0	1.52
13	3.0	2.0	4.631
16	2.0	16.0	3.97
3	2.0	11.0	9.951
17	2.0	2.0	3.81
20	2.0	18.0	4.211
9	2.0	11.0	3.08
5	3.0	21.0	24.891
17	2.0	22.0	3.67
17	2.0	7.0	14.581
1	3.0	16.0	8.821
11	2.0	17.0	4.831
11	1.0	22.0	1.91
22	2.0	21.0	19.371
9	2.0	19.0	15.171
12	2.0	12.0	6.731
22	3.0	3.0	7.341
11	2.0	17.0	15.771
5	2.0	22.0	3.7
4	2.0	15.0	4.05
12	2.0	15.0	7.581
2	1.0	23.0	3.0
22	2.0	10.0	7.301
10	2.0	10.0	7.431
18	2.0	10.0	11.261
22	2.0	15.0	2.84
21	2.0	17.0	11.561
20	2.0	17.0	9.831
19	2.0	16.0	4.1
16	3.0	5.0	6.301
17	2.0	1.0	4.391
20	2.0	18.0	5.621
2	2.0	14.0	13.881
18	1.0	14.0	2.59
4	2.0	21.0	11.791
10	2.0	15.0	3.67
9	3.0	4.0	5.811
5	2.0	22.0	8.601
2	2.0	21.0	14.141
20	3.0	7.0	12.631
8	2.0	21.0	14.721
10	2.0	6.0	6.241
2	2.0	24.0	13.251
10	2.0	18.0	4.641
12	2.0	6.0	11.601
3	2.0	15.0	15.001
9	2.0	19.0	10.361
4	2.0	6.0	5.881
17	2.0	3.0	4.09
18	3.0	7.0	12.671
9	3.0	1.0	5.841
6	2.0	21.0	8.181
14	3.0	8.0	5.481
18	3.0	5.0	5.461
4	2.0	14.0	4.771
19	2.0	21.0	10.941
2	2.0	15.0	19.191
16	2.0	23.0	8.071
14	2.0	18.0	1.73
21	2.0	14.0	6.491
1	2.0	21.0	16.281
4	2.0	15.0	14.121
22	2.0	14.0	12.911
16	3.0	7.0	11.151
10	3.0	6.0	9.881
12	3.0	12.0	12.791
14	2.0	16.0	5.971
11	1.0	14.0	1.29
15	2.0	23.0	4.541
19	2.0	15.0	4.521
20	2.0	17.0	17.021
1	2.0	2.0	2.91
3	2.0	21.0	9.141
19	2.0	16.0	7.081
18	3.0	26.0	11.161
11	2.0	10.0	3.02
10	2.0	10.0	6.011
16	2.0	26.0	3.78
15	2.0	12.0	8.891
20	2.0	18.0	5.051
13	2.0	11.0	4.12
1	2.0	21.0	21.971
22	3.0	23.0	11.871
16	3.0	19.0	22.661
9	2.0	12.0	5.141
7	1.0	7.0	2.13
1	2.0	20.0	2.59
10	2.0	24.0	2.37
13	2.0	11.0	6.371
5	3.0	15.0	15.591
8	2.0	23.0	1.99
5	2.0	24.0	8.951
22	2.0	15.0	13.651
12	2.0	11.0	3.58
14	2.0	18.0	4.511
7	2.0	14.0	12.691
21	2.0	10.0	5.191
13	2.0	18.0	3.74
9	2.0	23.0	5.861
20	2.0	17.0	6.941
5	2.0	26.0	9.121
18	2.0	19.0	5.671
8	2.0	20.0	5.021
17	2.0	15.0	16.301
16	2.0	4.0	3.21
18	2.0	24.0	5.371
14	2.0	14.0	11.011
3	1.0	17.0	1.86
10	2.0	24.0	7.821
4	2.0	17.0	14.461
7	2.0	4.0	3.37
15	2.0	7.0	4.341
5	2.0	17.0	5.741
21	1.0	10.0	2.48
12	2.0	7.0	8.681
2	2.0	17.0	16.111
11	2.0	14.0	9.261
14	2.0	14.0	1.92
13	1.0	25.0	2.54
5	2.0	19.0	14.251
6	2.0	3.0	2.99
20	2.0	12.0	8.781
8	3.0	3.0	5.221
15	2.0	19.0	6.861
5	2.0	20.0	7.521
21	1.0	11.0	2.0
8	2.0	23.0	1.92
16	3.0	2.0	4.411
10	1.0	10.0	1.7
20	1.0	3.0	2.91
20	2.0	21.0	3.12
22	2.0	25.0	5.161
22	2.0	10.0	10.831
10	2.0	14.0	6.881
13	2.0	9.0	2.35
10	2.0	10.0	9.211
8	2.0	10.0	4.621
12	2.0	23.0	7.701
5	1.0	10.0	2.05
16	1.0	17.0	1.44
9	2.0	19.0	10.931
14	2.0	19.0	7.611
5	3.0	15.0	15.351
22	2.0	16.0	7.301
12	2.0	14.0	8.641
14	2.0	23.0	8.181
7	2.0	20.0	3.59
11	1.0	1.0	2.75
6	2.0	17.0	8.331
13	2.0	15.0	10.481
20	2.0	10.0	4.501
12	1.0	9.0	2.38
11	3.0	20.0	7.971
16	2.0	8.0	2.74
2	2.0	19.0	6.421
8	2.0	17.0	12.151
17	2.0	10.0	5.791
17	2.0	15.0	15.171
10	2.0	15.0	6.261
10	2.0	11.0	3.1
6	2.0	15.0	11.151
8	1.0	17.0	2.46
9	2.0	22.0	4.221
8	2.0	18.0	6.771
6	2.0	10.0	4.181
10	2.0	6.0	5.881
21	3.0	11.0	11.841
12	2.0	21.0	9.571
16	2.0	14.0	3.36
19	3.0	4.0	7.471
11	2.0	12.0	4.831
21	3.0	10.0	11.451
18	2.0	22.0	5.681
19	2.0	19.0	13.371
5	2.0	26.0	4.321
20	2.0	12.0	6.651
7	2.0	21.0	7.381
17	2.0	21.0	11.001
12	2.0	13.0	8.031
14	2.0	1.0	3.79
3	2.0	8.0	5.821
1	2.0	15.0	9.751
8	1.0	18.0	2.68
11	2.0	22.0	5.081
12	2.0	19.0	6.431
11	2.0	15.0	3.84
9	3.0	19.0	16.081
16	3.0	22.0	9.851
12	2.0	6.0	3.43
18	2.0	14.0	6.091
11	2.0	7.0	5.361
2	2.0	14.0	15.191
13	2.0	23.0	7.081
15	2.0	26.0	6.071
2	2.0	12.0	4.751
2	2.0	6.0	7.711
9	1.0	7.0	1.44
8	2.0	14.0	5.661
19	2.0	21.0	17.301
13	2.0	21.0	4.811
10	2.0	14.0	4.991
3	2.0	6.0	8.191
21	3.0	17.0	20.971
3	2.0	18.0	3.75
12	3.0	16.0	10.541
12	2.0	15.0	10.761
2	2.0	13.0	6.581
18	2.0	12.0	8.661
8	2.0	15.0	2.79
3	2.0	17.0	14.941
18	2.0	15.0	5.041
8	2.0	15.0	14.431
7	2.0	4.0	2.18
21	2.0	17.0	12.951
3	2.0	7.0	12.491
18	2.0	7.0	6.521
17	3.0	2.0	8.471
19	2.0	17.0	10.531
17	2.0	19.0	2.41
21	2.0	19.0	13.861
16	2.0	19.0	8.991
7	1.0	1.0	2.36
4	2.0	11.0	6.661
16	2.0	17.0	12.631
7	2.0	18.0	5.531
20	2.0	14.0	3.79
1	2.0	23.0	4.341
7	2.0	18.0	4.831
9	2.0	13.0	7.141
9	1.0	16.0	2.31
17	3.0	11.0	14.471
3	2.0	11.0	5.391
4	2.0	13.0	7.151
4	2.0	19.0	3.86
4	2.0	7.0	9.661
18	1.0	22.0	2.29
8	2.0	2.0	3.91
1	2.0	7.0	9.491
22	2.0	6.0	3.22
3	2.0	21.0	4.491
3	2.0	26.0	5.741
11	3.0	9.0	2.9
14	2.0	22.0	3.28
13	2.0	17.0	11.351
1	2.0	17.0	13.871
7	3.0	22.0	9.301
6	2.0	17.0	4.311
14	3.0	3.0	4.361
2	2.0	17.0	5.991
15	2.0	23.0	8.121
2	2.0	13.0	9.821
10	2.0	12.0	2.24
15	2.0	17.0	17.501
14	3.0	3.0	4.561
2	2.0	10.0	14.591
22	2.0	22.0	4.921
20	2.0	15.0	4.631
15	2.0	21.0	19.901
8	2.0	12.0	3.36
7	2.0	25.0	4.551
20	1.0	5.0	2.11
17	2.0	14.0	8.681
9	1.0	9.0	2.82
16	2.0	26.0	3.51
1	2.0	4.0	3.29
7	2.0	18.0	2.36
2	2.0	17.0	5.961
5	2.0	19.0	4.301
21	2.0	3.0	6.341
14	2.0	23.0	7.411
20	3.0	3.0	6.661
4	3.0	2.0	6.051
2	1.0	15.0	1.84
12	3.0	1.0	6.461
21	2.0	18.0	3.36
7	1.0	2.0	2.78
8	2.0	22.0	2.9
22	3.0	18.0	7.091
1	1.0	21.0	2.9
19	2.0	22.0	5.251
4	2.0	10.0	3.54
16	2.0	19.0	20.421
7	2.0	10.0	13.051
21	3.0	20.0	6.621
7	1.0	11.0	1.46
14	2.0	21.0	12.741
19	2.0	13.0	3.83
16	3.0	5.0	6.171
3	2.0	6.0	7.921
7	3.0	24.0	10.511
20	2.0	7.0	9.561
9	2.0	19.0	9.911
8	2.0	4.0	4.751
22	2.0	1.0	2.03
11	1.0	7.0	1.33
3	2.0	16.0	7.761
14	2.0	11.0	9.221
21	2.0	17.0	5.421
17	3.0	17.0	28.071
14	3.0	2.0	5.931
5	2.0	15.0	6.061
22	3.0	14.0	20.601
1	3.0	8.0	5.391
12	2.0	6.0	2.57
2	2.0	10.0	12.271
9	2.0	10.0	7.431
16	2.0	6.0	7.791
4	2.0	7.0	4.701
5	2.0	21.0	6.751
21	2.0	19.0	4.671
21	3.0	6.0	8.531
1	3.0	6.0	13.361
22	1.0	5.0	1.7
22	2.0	7.0	9.821
16	2.0	6.0	2.18
5	1.0	10.0	2.48
19	2.0	13.0	4.201
19	2.0	2.0	2.75
10	2.0	19.0	2.42
10	3.0	19.0	33.581
17	2.0	13.0	6.831
12	3.0	11.0	9.551
21	2.0	2.0	4.271
13	3.0	19.0	19.581
7	3.0	3.0	7.551
20	1.0	4.0	2.06
18	2.0	26.0	9.251
11	2.0	15.0	10.241
18	2.0	11.0	3.5
20	2.0	4.0	6.671
9	2.0	6.0	7.371
8	1.0	18.0	2.83
10	2.0	7.0	4.09
21	2.0	17.0	12.831
16	2.0	14.0	17.421
18	3.0	21.0	19.761
16	3.0	4.0	6.091
5	1.0	12.0	3.16
7	2.0	23.0	5.621
2	2.0	10.0	6.501
11	2.0	3.0	3.13
20	2.0	13.0	6.041
8	3.0	4.0	8.281
22	2.0	19.0	10.821
22	2.0	7.0	6.941
18	2.0	22.0	5.901
16	2.0	23.0	8.311
22	2.0	12.0	6.631
20	2.0	17.0	9.851
1	2.0	14.0	4.821
2	2.0	6.0	11.021
3	2.0	17.0	7.111
1	3.0	25.0	7.531
2	2.0	12.0	6.161
9	3.0	8.0	6.791
6	1.0	14.0	2.31
10	2.0	19.0	15.451
19	2.0	17.0	8.101
9	2.0	18.0	5.361
4	2.0	16.0	2.73
10	2.0	15.0	9.921
12	2.0	6.0	11.731
3	2.0	26.0	3.84
1	2.0	17.0	20.701
17	2.0	7.0	8.781
21	2.0	17.0	9.141
17	2.0	6.0	8.731
15	2.0	24.0	7.901
13	2.0	26.0	7.951
11	2.0	19.0	16.801
10	2.0	23.0	4.201
13	2.0	11.0	7.771
2	2.0	15.0	4.281
15	1.0	8.0	1.96
22	2.0	14.0	13.431
16	2.0	6.0	8.351
13	2.0	21.0	13.461
3	2.0	22.0	3.97
10	3.0	19.0	30.441
1	2.0	8.0	2.39
17	2.0	23.0	9.201
18	3.0	5.0	5.751
12	3.0	22.0	9.401
15	2.0	15.0	9.561
4	3.0	6.0	11.181
12	2.0	6.0	4.611
5	2.0	21.0	4.651
18	3.0	9.0	5.011
10	2.0	16.0	7.051
9	3.0	10.0	8.841
3	2.0	8.0	5.481
8	2.0	17.0	5.011
4	2.0	19.0	11.371
7	1.0	23.0	1.71
1	2.0	12.0	10.271
21	3.0	20.0	7.221
11	2.0	23.0	4.671
9	2.0	21.0	12.271
4	2.0	24.0	4.241
18	2.0	22.0	9.361
19	2.0	12.0	7.461
12	2.0	10.0	3.64
5	2.0	17.0	5.111
9	2.0	24.0	9.981
5	1.0	20.0	3.35
8	3.0	17.0	18.921
5	2.0	21.0	16.851
10	1.0	8.0	1.07
21	2.0	13.0	8.331
3	2.0	6.0	2.84
18	2.0	14.0	12.101
11	2.0	21.0	3.28
19	2.0	16.0	3.36
4	2.0	21.0	15.731
4	2.0	6.0	3.17
11	2.0	3.0	6.771
13	2.0	15.0	12.221
20	3.0	12.0	14.751
11	2.0	20.0	2.13
18	2.0	21.0	11.131
18	2.0	21.0	13.151
19	2.0	13.0	4.561
5	2.0	16.0	4.891
22	1.0	22.0	3.48
21	2.0	13.0	4.851
15	2.0	14.0	12.931
2	2.0	17.0	15.011
16	2.0	14.0	2.64
20	1.0	3.0	2.98
20	1.0	4.0	1.8
16	2.0	21.0	9.041
11	2.0	21.0	10.331
10	2.0	23.0	5.311
5	2.0	1.0	4.971
13	2.0	14.0	10.741
4	3.0	8.0	6.831
