Subject	Phase	ADL	time
13	1.0	14.0	1.61
14	2.0	8.0	3.46
8	1.0	24.0	1.7
20	3.0	20.0	6.851
6	2.0	26.0	8.601
6	1.0	24.0	2.2
12	3.0	2.0	5.181
13	2.0	24.0	7.221
7	3.0	6.0	12.871
18	2.0	14.0	12.811
11	2.0	1.0	6.341
18	3.0	17.0	22.821
17	2.0	12.0	10.691
8	2.0	17.0	5.971
21	2.0	2.0	3.23
10	2.0	19.0	4.14
14	2.0	15.0	2.65
6	2.0	7.0	12.031
17	3.0	9.0	5.121
14	2.0	23.0	2.44
12	2.0	15.0	10.541
16	2.0	17.0	11.301
19	2.0	10.0	8.771
16	2.0	17.0	13.901
17	2.0	21.0	15.631
21	2.0	3.0	5.411
5	1.0	13.0	2.35
12	1.0	24.0	1.89
10	3.0	19.0	31.441
13	2.0	23.0	5.511
15	2.0	22.0	10.621
21	3.0	5.0	6.301
13	2.0	11.0	2.81
4	2.0	15.0	11.451
21	2.0	17.0	5.121
12	2.0	17.0	3.41
18	2.0	17.0	20.611
13	2.0	14.0	5.861
10	2.0	21.0	4.281
10	1.0	4.0	2.16
5	2.0	23.0	4.02
22	3.0	3.0	6.441
9	2.0	21.0	11.501
7	2.0	7.0	6.821
17	1.0	4.0	1.89
17	3.0	18.0	9.421
12	2.0	8.0	5.091
9	3.0	14.0	14.791
21	2.0	21.0	12.831
16	2.0	10.0	9.301
12	2.0	2.0	5.011
14	2.0	19.0	1.25
1	2.0	21.0	4.891
18	2.0	26.0	8.981
3	2.0	9.0	4.181
15	2.0	22.0	7.371
10	2.0	19.0	12.231
17	2.0	21.0	4.851
15	3.0	12.0	10.561
13	3.0	4.0	7.251
12	2.0	6.0	8.001
8	2.0	17.0	12.151
11	2.0	16.0	4.08
8	2.0	19.0	3.09
11	2.0	1.0	6.711
21	2.0	2.0	3.15
7	2.0	7.0	8.941
17	2.0	14.0	14.631
8	2.0	6.0	6.081
19	2.0	8.0	4.241
4	2.0	14.0	9.621
7	2.0	11.0	6.151
22	2.0	6.0	8.531
12	2.0	19.0	13.581
15	2.0	14.0	2.55
13	2.0	3.0	3.15
5	2.0	19.0	3.37
4	1.0	26.0	1.94
3	3.0	26.0	11.061
9	2.0	23.0	4.171
8	2.0	21.0	11.031
6	1.0	17.0	2.11
20	2.0	7.0	8.791
13	3.0	1.0	5.721
7	2.0	14.0	8.951
4	2.0	3.0	4.07
13	3.0	25.0	6.941
6	2.0	7.0	13.911
6	2.0	6.0	3.72
13	2.0	20.0	5.281
6	2.0	7.0	10.241
15	2.0	4.0	3.34
4	2.0	13.0	5.791
9	2.0	26.0	9.551
20	2.0	13.0	5.791
8	3.0	1.0	5.321
16	2.0	22.0	9.001
20	2.0	14.0	3.69
12	2.0	13.0	11.741
12	2.0	10.0	5.991
11	3.0	12.0	10.821
4	2.0	15.0	6.101
21	2.0	14.0	11.301
6	2.0	24.0	4.221
4	2.0	18.0	6.201
6	2.0	5.0	2.73
16	2.0	7.0	5.581
10	2.0	10.0	6.561
7	2.0	21.0	12.741
1	2.0	15.0	10.481
6	2.0	17.0	18.661
10	2.0	17.0	7.001
7	2.0	13.0	3.62
4	2.0	21.0	6.441
12	2.0	13.0	7.401
3	2.0	7.0	9.761
17	2.0	21.0	21.751
14	2.0	6.0	5.651
20	2.0	19.0	4.791
8	2.0	10.0	8.801
22	2.0	15.0	9.321
2	2.0	11.0	12.291
5	3.0	6.0	12.111
13	2.0	10.0	3.7
7	3.0	18.0	6.541
18	2.0	25.0	5.551
19	2.0	23.0	6.711
14	3.0	13.0	6.171
5	2.0	21.0	22.741
14	1.0	23.0	1.9
5	2.0	21.0	3.48
13	2.0	19.0	11.031
16	2.0	21.0	14.201
4	2.0	17.0	20.191
13	3.0	24.0	9.781
20	2.0	21.0	13.221
9	2.0	13.0	2.67
3	2.0	25.0	3.01
19	2.0	13.0	4.171
4	2.0	17.0	11.671
13	2.0	15.0	2.71
2	2.0	15.0	15.691
21	2.0	21.0	11.071
3	2.0	17.0	10.571
14	2.0	22.0	5.961
19	3.0	20.0	5.871
19	2.0	24.0	7.511
14	2.0	13.0	2.83
8	2.0	15.0	2.26
2	2.0	11.0	13.121
15	2.0	13.0	12.931
21	2.0	24.0	4.13
1	2.0	17.0	21.891
15	2.0	21.0	11.841
6	1.0	22.0	1.92
4	2.0	8.0	4.241
10	2.0	14.0	8.051
5	2.0	14.0	4.421
14	2.0	13.0	5.561
5	2.0	10.0	15.321
18	3.0	10.0	15.491
10	1.0	11.0	2.18
4	3.0	17.0	22.001
18	1.0	11.0	2.07
12	2.0	7.0	4.211
7	2.0	21.0	12.621
12	2.0	18.0	2.9
5	2.0	22.0	5.141
4	2.0	23.0	8.471
8	2.0	2.0	3.27
8	2.0	17.0	17.901
4	2.0	17.0	10.921
8	1.0	21.0	2.19
20	3.0	17.0	19.411
1	2.0	7.0	8.471
7	2.0	10.0	6.471
14	2.0	17.0	6.421
18	2.0	7.0	7.551
20	2.0	26.0	2.92
18	3.0	6.0	17.961
16	2.0	16.0	6.971
4	1.0	15.0	2.37
5	2.0	14.0	5.131
17	3.0	10.0	11.381
19	1.0	10.0	1.97
15	2.0	22.0	3.24
4	3.0	25.0	8.701
3	2.0	19.0	6.851
18	2.0	17.0	15.591
8	2.0	15.0	1.98
21	1.0	9.0	2.68
12	2.0	22.0	6.861
20	2.0	16.0	3.39
9	1.0	6.0	3.35
10	3.0	10.0	15.751
3	2.0	22.0	5.031
9	2.0	17.0	7.291
11	2.0	21.0	10.381
6	2.0	5.0	4.06
20	2.0	5.0	4.891
14	2.0	19.0	1.35
22	2.0	10.0	4.551
17	2.0	24.0	5.661
11	2.0	6.0	4.741
11	2.0	14.0	4.561
12	3.0	12.0	12.661
9	2.0	17.0	11.771
15	2.0	24.0	4.04
7	2.0	15.0	4.541
12	2.0	18.0	4.571
18	2.0	10.0	7.811
16	2.0	19.0	5.601
9	2.0	21.0	16.781
15	2.0	19.0	4.811
12	1.0	25.0	2.25
6	2.0	21.0	5.281
2	2.0	4.0	5.921
22	2.0	17.0	15.021
8	2.0	21.0	5.751
22	2.0	19.0	14.981
3	2.0	21.0	5.861
11	2.0	1.0	4.05
15	2.0	16.0	5.801
17	2.0	21.0	16.201
15	2.0	7.0	6.491
11	2.0	11.0	10.121
13	2.0	10.0	9.601
19	3.0	13.0	7.211
6	2.0	12.0	5.181
17	2.0	12.0	3.87
13	2.0	19.0	7.661
19	2.0	14.0	5.351
6	2.0	4.0	4.901
22	2.0	19.0	11.141
21	3.0	8.0	7.171
16	3.0	26.0	10.011
13	2.0	21.0	4.02
12	2.0	17.0	16.581
15	1.0	8.0	1.87
12	3.0	26.0	10.501
15	3.0	3.0	7.171
5	2.0	6.0	5.911
14	2.0	13.0	4.731
7	2.0	16.0	6.591
7	2.0	14.0	5.171
4	2.0	26.0	8.771
20	2.0	22.0	4.871
21	2.0	14.0	10.491
14	2.0	15.0	11.401
3	3.0	4.0	9.571
2	2.0	25.0	10.151
18	3.0	1.0	6.311
15	2.0	16.0	8.551
2	1.0	13.0	1.89
22	2.0	12.0	10.121
9	1.0	3.0	2.33
4	2.0	19.0	4.621
15	2.0	17.0	7.961
15	3.0	4.0	8.361
12	3.0	11.0	8.511
15	2.0	10.0	8.231
5	2.0	21.0	6.651
5	2.0	17.0	26.821
6	2.0	18.0	4.871
15	2.0	25.0	6.031
18	2.0	12.0	7.351
15	2.0	17.0	14.311
3	2.0	19.0	11.051
17	2.0	14.0	9.411
21	3.0	3.0	6.681
7	3.0	5.0	5.531
15	2.0	23.0	6.671
4	2.0	22.0	6.791
2	2.0	17.0	4.691
12	2.0	19.0	3.93
16	2.0	17.0	8.421
5	2.0	16.0	6.001
22	2.0	10.0	3.97
6	2.0	17.0	4.641
14	2.0	10.0	3.42
15	2.0	17.0	17.711
16	1.0	18.0	2.81
15	2.0	22.0	4.02
9	2.0	16.0	4.731
1	1.0	26.0	1.89
7	2.0	13.0	5.191
17	2.0	19.0	12.171
22	2.0	14.0	13.831
7	3.0	15.0	17.451
1	2.0	17.0	17.371
4	2.0	7.0	5.471
1	2.0	17.0	2.91
6	2.0	26.0	10.411
16	1.0	22.0	2.16
2	2.0	21.0	21.911
8	2.0	21.0	2.78
5	2.0	24.0	4.341
21	2.0	21.0	8.001
11	3.0	7.0	7.181
7	2.0	13.0	7.521
1	2.0	22.0	6.341
13	2.0	10.0	4.1
3	2.0	4.0	2.95
6	2.0	24.0	3.74
10	2.0	13.0	4.531
1	3.0	3.0	8.781
10	2.0	10.0	9.221
8	2.0	19.0	3.04
15	2.0	10.0	4.721
6	2.0	10.0	6.041
11	2.0	17.0	5.311
14	2.0	12.0	7.781
4	2.0	14.0	11.031
2	2.0	17.0	20.811
4	2.0	14.0	9.861
2	2.0	15.0	16.381
5	2.0	6.0	9.631
7	2.0	14.0	6.971
7	3.0	11.0	9.361
11	1.0	15.0	1.16
17	3.0	9.0	4.591
3	3.0	10.0	12.801
4	2.0	11.0	4.591
8	3.0	6.0	9.461
20	1.0	1.0	2.42
1	2.0	19.0	5.191
22	2.0	15.0	5.541
13	1.0	8.0	1.37
12	3.0	1.0	5.481
14	2.0	11.0	8.311
2	2.0	7.0	10.641
22	2.0	22.0	9.971
22	2.0	6.0	7.931
16	2.0	10.0	2.44
21	3.0	18.0	5.771
5	2.0	3.0	4.671
19	3.0	7.0	8.881
20	2.0	16.0	5.631
15	2.0	19.0	5.321
10	3.0	25.0	9.211
15	2.0	14.0	2.86
3	2.0	19.0	7.901
12	2.0	17.0	7.901
15	2.0	16.0	9.081
14	2.0	26.0	2.35
19	2.0	15.0	11.961
13	2.0	17.0	13.351
17	2.0	26.0	2.85
6	2.0	17.0	8.371
18	2.0	17.0	6.631
11	2.0	7.0	2.81
17	2.0	12.0	11.081
22	2.0	7.0	9.501
5	2.0	24.0	9.721
1	2.0	21.0	13.671
22	2.0	18.0	2.02
13	2.0	4.0	5.421
1	2.0	15.0	9.111
13	2.0	18.0	4.261
21	2.0	13.0	3.46
17	2.0	19.0	10.951
16	2.0	26.0	4.181
12	2.0	19.0	4.961
9	2.0	13.0	6.821
16	3.0	13.0	8.331
5	2.0	11.0	4.541
8	2.0	22.0	3.46
1	2.0	19.0	9.681
4	3.0	11.0	10.011
3	3.0	8.0	8.471
7	2.0	19.0	6.581
4	2.0	16.0	8.221
4	2.0	21.0	16.611
12	2.0	4.0	3.73
2	2.0	10.0	5.821
9	2.0	23.0	5.861
21	2.0	16.0	6.831
8	2.0	22.0	2.71
1	1.0	24.0	1.79
19	2.0	8.0	4.381
16	2.0	26.0	8.061
10	2.0	10.0	14.591
9	2.0	21.0	7.831
22	2.0	19.0	11.121
5	3.0	4.0	8.791
19	2.0	11.0	6.821
12	2.0	22.0	8.571
8	2.0	10.0	2.75
19	3.0	7.0	8.431
10	2.0	14.0	8.111
8	2.0	21.0	16.851
21	1.0	21.0	1.65
4	3.0	2.0	5.811
7	2.0	17.0	12.941
16	3.0	5.0	5.461
9	3.0	24.0	13.311
16	2.0	19.0	4.771
4	2.0	12.0	3.13
9	2.0	26.0	9.131
19	3.0	15.0	15.271
11	3.0	4.0	8.131
7	3.0	23.0	10.971
6	2.0	7.0	5.341
17	2.0	15.0	18.771
17	1.0	5.0	2.83
19	1.0	25.0	2.29
21	2.0	16.0	6.981
22	2.0	21.0	20.141
20	1.0	16.0	2.72
2	2.0	10.0	10.311
14	2.0	14.0	10.881
20	3.0	9.0	5.361
6	1.0	15.0	2.48
10	2.0	10.0	10.641
1	2.0	8.0	3.24
8	2.0	17.0	10.271
1	2.0	6.0	7.351
17	2.0	13.0	4.251
10	1.0	15.0	1.85
19	2.0	21.0	16.821
3	2.0	15.0	14.201
6	2.0	26.0	6.911
14	3.0	25.0	5.221
10	2.0	17.0	6.991
7	2.0	12.0	4.651
10	2.0	21.0	12.931
4	2.0	10.0	3.09
20	2.0	10.0	6.551
2	1.0	7.0	2.16
17	2.0	6.0	14.771
14	2.0	14.0	4.341
21	3.0	15.0	14.791
22	2.0	20.0	2.98
20	2.0	17.0	18.491
2	2.0	11.0	8.461
12	3.0	7.0	10.351
21	3.0	17.0	21.241
15	2.0	17.0	7.081
13	2.0	21.0	8.891
21	2.0	24.0	5.841
2	2.0	23.0	7.181
16	3.0	10.0	11.001
10	2.0	3.0	3.7
9	2.0	13.0	2.23
16	2.0	14.0	3.69
7	2.0	20.0	5.651
13	2.0	20.0	5.611
4	3.0	4.0	5.691
17	2.0	26.0	2.4
13	2.0	6.0	4.701
15	2.0	14.0	15.601
17	2.0	11.0	7.721
22	2.0	7.0	6.641
6	2.0	21.0	8.221
10	2.0	17.0	13.021
7	2.0	17.0	18.591
18	2.0	22.0	8.961
3	2.0	4.0	7.021
2	1.0	12.0	3.14
17	2.0	4.0	3.13
22	2.0	25.0	3.64
19	1.0	11.0	1.51
20	2.0	8.0	3.08
10	2.0	22.0	9.601
20	2.0	24.0	3.76
19	3.0	22.0	7.191
2	1.0	1.0	3.11
10	2.0	4.0	3.03
16	2.0	11.0	4.991
1	2.0	21.0	9.061
18	2.0	15.0	6.311
2	3.0	4.0	7.991
6	2.0	25.0	3.94
11	2.0	19.0	11.941
5	2.0	15.0	8.571
1	1.0	7.0	2.53
5	2.0	7.0	3.44
20	1.0	17.0	3.78
22	2.0	16.0	8.451
8	2.0	21.0	4.341
9	2.0	12.0	3.63
18	3.0	14.0	15.061
19	2.0	26.0	4.191
22	2.0	19.0	16.741
11	1.0	21.0	1.54
17	3.0	13.0	10.351
3	1.0	22.0	1.74
12	2.0	16.0	9.051
21	2.0	14.0	10.661
12	3.0	4.0	7.221
3	2.0	25.0	5.611
20	2.0	19.0	10.141
15	2.0	19.0	9.771
12	3.0	1.0	4.331
8	2.0	21.0	3.0
13	2.0	22.0	4.661
21	2.0	6.0	6.751
17	2.0	7.0	8.521
14	3.0	13.0	6.781
3	2.0	22.0	8.901
17	2.0	10.0	6.371
9	2.0	17.0	15.261
2	2.0	24.0	14.801
11	2.0	17.0	9.341
14	2.0	11.0	8.161
11	2.0	4.0	3.98
3	2.0	15.0	4.401
10	2.0	5.0	4.251
14	2.0	7.0	9.451
22	3.0	18.0	9.101
18	2.0	11.0	9.191
12	3.0	25.0	7.781
16	2.0	22.0	2.7
3	2.0	20.0	5.541
21	2.0	5.0	3.68
22	3.0	18.0	9.191
3	3.0	17.0	21.661
5	2.0	6.0	10.171
17	2.0	21.0	3.47
7	2.0	12.0	6.181
22	2.0	11.0	6.691
4	3.0	10.0	13.191
5	2.0	10.0	7.661
1	2.0	12.0	7.421
19	2.0	11.0	8.481
1	3.0	25.0	7.161
4	2.0	8.0	5.301
11	2.0	20.0	3.99
1	2.0	25.0	3.31
11	2.0	3.0	7.221
3	2.0	19.0	3.06
13	2.0	11.0	3.83
22	2.0	4.0	2.88
18	2.0	21.0	8.221
2	2.0	22.0	9.371
9	3.0	21.0	17.691
4	3.0	4.0	5.061
16	2.0	19.0	10.981
15	2.0	6.0	13.291
13	2.0	13.0	5.511
10	2.0	13.0	5.141
19	3.0	16.0	7.481
11	2.0	14.0	7.111
1	3.0	10.0	11.371
14	2.0	25.0	4.271
20	2.0	21.0	9.621
11	3.0	8.0	7.611
20	2.0	17.0	8.121
7	2.0	6.0	10.051
9	3.0	13.0	9.411
7	2.0	24.0	6.381
7	3.0	3.0	7.521
18	2.0	23.0	8.671
1	2.0	18.0	4.261
14	2.0	22.0	6.791
21	2.0	17.0	12.301
12	3.0	18.0	6.091
11	2.0	21.0	13.521
19	1.0	2.0	1.45
19	1.0	23.0	2.03
10	2.0	21.0	6.981
16	2.0	14.0	19.331
17	2.0	12.0	3.55
19	3.0	22.0	7.051
15	2.0	17.0	20.471
3	2.0	17.0	18.401
6	2.0	24.0	3.94
8	2.0	21.0	9.141
10	2.0	26.0	4.681
10	2.0	17.0	15.981
16	2.0	15.0	5.631
10	2.0	15.0	8.961
21	1.0	11.0	2.97
3	2.0	19.0	7.911
17	2.0	17.0	25.951
4	2.0	17.0	5.141
10	2.0	6.0	6.021
10	2.0	17.0	18.891
15	1.0	25.0	2.2
2	2.0	17.0	12.591
7	3.0	16.0	9.191
10	2.0	17.0	6.921
22	2.0	6.0	2.07
2	2.0	3.0	5.511
6	2.0	26.0	6.741
11	1.0	8.0	1.99
12	3.0	1.0	4.851
14	2.0	13.0	3.73
3	2.0	12.0	3.67
15	3.0	3.0	6.251
16	2.0	16.0	3.59
3	2.0	24.0	5.001
21	2.0	16.0	2.57
6	2.0	7.0	8.851
9	2.0	4.0	4.541
14	2.0	9.0	3.17
3	2.0	26.0	7.441
4	2.0	13.0	3.5
11	2.0	19.0	9.391
13	2.0	19.0	16.521
17	2.0	12.0	12.231
10	1.0	23.0	1.79
10	2.0	17.0	18.181
6	2.0	2.0	3.59
20	3.0	12.0	14.281
20	2.0	2.0	4.03
4	3.0	23.0	9.551
22	2.0	21.0	19.591
13	2.0	21.0	11.771
21	2.0	19.0	14.651
14	2.0	24.0	5.281
15	2.0	13.0	9.991
10	2.0	23.0	7.551
7	3.0	21.0	19.681
2	1.0	7.0	2.02
13	2.0	11.0	8.101
7	1.0	19.0	1.61
7	2.0	14.0	5.601
6	2.0	17.0	10.911
3	2.0	15.0	11.021
9	2.0	26.0	7.011
5	2.0	15.0	9.491
22	2.0	14.0	15.441
2	2.0	14.0	9.191
4	1.0	8.0	2.0
9	2.0	4.0	5.201
20	2.0	15.0	14.031
4	2.0	2.0	3.72
19	2.0	14.0	16.511
2	2.0	25.0	6.641
9	2.0	14.0	4.731
20	2.0	10.0	8.801
2	2.0	9.0	4.221
9	2.0	14.0	6.091
19	2.0	21.0	11.111
17	2.0	22.0	11.591
21	3.0	13.0	8.811
17	1.0	1.0	2.83
21	3.0	19.0	22.231
5	3.0	7.0	15.211
18	2.0	21.0	6.971
12	2.0	16.0	2.63
17	2.0	13.0	8.111
5	2.0	18.0	7.831
2	1.0	11.0	2.66
22	2.0	13.0	5.411
20	2.0	1.0	3.63
18	3.0	16.0	8.931
13	1.0	11.0	1.05
18	2.0	23.0	3.14
17	2.0	17.0	21.251
16	3.0	19.0	22.631
5	2.0	7.0	10.341
3	2.0	19.0	3.71
7	3.0	5.0	6.471
9	2.0	24.0	4.07
10	1.0	14.0	1.24
3	2.0	19.0	12.851
22	2.0	26.0	5.821
13	2.0	18.0	2.15
1	3.0	23.0	9.701
13	2.0	14.0	4.941
15	1.0	13.0	3.05
2	2.0	26.0	4.14
9	2.0	17.0	12.461
4	2.0	13.0	4.411
2	2.0	19.0	6.771
9	2.0	24.0	6.531
10	1.0	4.0	2.14
4	2.0	13.0	7.301
17	3.0	3.0	8.901
5	3.0	21.0	24.971
9	3.0	16.0	9.911
12	2.0	23.0	7.221
8	2.0	18.0	3.33
16	1.0	22.0	2.4
3	2.0	20.0	3.84
8	2.0	15.0	4.491
1	2.0	6.0	12.541
22	2.0	26.0	4.551
7	2.0	23.0	9.331
10	3.0	9.0	2.89
5	3.0	8.0	6.591
10	2.0	12.0	7.571
20	3.0	9.0	5.861
3	2.0	24.0	3.88
13	2.0	24.0	6.291
4	2.0	3.0	6.191
18	2.0	14.0	10.481
20	2.0	21.0	6.631
16	2.0	19.0	19.511
11	1.0	13.0	1.39
4	2.0	10.0	2.46
2	2.0	19.0	13.021
15	3.0	13.0	13.671
13	3.0	24.0	9.661
5	2.0	14.0	12.871
4	2.0	17.0	3.53
13	2.0	21.0	11.141
2	2.0	10.0	8.151
1	2.0	7.0	10.511
11	2.0	19.0	13.871
20	2.0	15.0	13.811
9	2.0	24.0	4.671
1	2.0	17.0	14.691
10	2.0	19.0	22.161
15	2.0	22.0	5.341
12	2.0	16.0	7.081
2	2.0	20.0	3.48
12	2.0	21.0	17.671
2	2.0	24.0	11.901
8	2.0	7.0	4.781
9	2.0	14.0	3.35
12	2.0	11.0	5.391
19	2.0	21.0	10.791
20	2.0	14.0	7.791
2	2.0	21.0	11.351
12	2.0	15.0	8.731
5	2.0	11.0	7.701
5	3.0	11.0	10.351
15	2.0	19.0	3.15
12	2.0	19.0	8.361
19	2.0	10.0	8.721
14	2.0	13.0	3.81
13	2.0	19.0	5.731
1	2.0	10.0	9.051
9	3.0	15.0	14.691
17	2.0	5.0	4.401
13	2.0	15.0	3.73
2	2.0	10.0	4.841
20	2.0	3.0	5.081
11	1.0	18.0	1.68
9	2.0	15.0	11.101
11	2.0	17.0	23.321
4	2.0	21.0	16.941
16	2.0	14.0	14.751
12	2.0	13.0	6.601
20	3.0	19.0	19.091
18	2.0	21.0	3.6
22	2.0	13.0	5.091
5	2.0	10.0	14.921
7	2.0	7.0	4.741
12	1.0	12.0	1.73
1	2.0	21.0	16.051
11	2.0	21.0	10.871
11	2.0	10.0	7.831
21	2.0	19.0	6.531
6	2.0	7.0	5.511
15	3.0	1.0	5.591
15	2.0	14.0	15.591
8	2.0	3.0	3.85
21	1.0	6.0	2.48
12	3.0	2.0	5.691
22	2.0	6.0	2.54
12	1.0	1.0	2.17
11	3.0	25.0	7.621
17	2.0	22.0	8.241
3	2.0	8.0	2.86
14	2.0	7.0	8.071
12	2.0	19.0	4.07
18	3.0	10.0	14.591
16	2.0	14.0	19.121
14	2.0	21.0	4.921
22	2.0	10.0	8.221
22	3.0	13.0	6.971
14	2.0	6.0	3.91
13	2.0	19.0	14.591
22	1.0	15.0	1.93
13	1.0	7.0	1.69
7	2.0	13.0	5.131
8	2.0	15.0	5.901
13	2.0	20.0	5.101
17	2.0	6.0	9.841
11	2.0	23.0	2.54
16	1.0	25.0	2.35
10	2.0	17.0	19.701
16	3.0	6.0	12.521
6	2.0	15.0	12.251
20	1.0	21.0	1.92
12	2.0	12.0	9.451
2	2.0	21.0	8.831
21	3.0	3.0	6.831
4	2.0	13.0	3.53
3	2.0	13.0	5.161
15	1.0	8.0	1.79
5	2.0	15.0	4.681
20	3.0	14.0	13.121
16	2.0	7.0	8.971
1	2.0	3.0	5.281
10	1.0	19.0	1.3
4	2.0	1.0	3.79
9	2.0	6.0	8.721
19	1.0	17.0	2.99
17	2.0	14.0	3.46
15	1.0	4.0	2.2
15	3.0	15.0	16.581
12	3.0	16.0	10.611
22	3.0	11.0	11.581
22	2.0	12.0	10.901
18	3.0	16.0	9.081
6	2.0	15.0	13.891
21	2.0	24.0	2.52
11	2.0	13.0	7.461
22	2.0	16.0	9.151
3	2.0	24.0	4.501
4	2.0	2.0	3.02
11	2.0	15.0	3.92
22	2.0	12.0	8.411
18	2.0	17.0	14.831
15	2.0	15.0	11.871
13	2.0	15.0	2.98
14	1.0	7.0	2.35
10	2.0	14.0	7.221
19	2.0	17.0	5.581
11	2.0	3.0	4.801
20	3.0	24.0	8.711
15	2.0	7.0	12.421
11	2.0	26.0	8.501
15	2.0	26.0	6.241
16	2.0	21.0	8.421
5	2.0	14.0	7.051
4	3.0	13.0	9.561
3	1.0	7.0	2.07
15	2.0	20.0	5.741
17	3.0	10.0	12.451
20	2.0	18.0	4.931
22	2.0	19.0	4.951
18	2.0	14.0	8.381
1	2.0	14.0	16.561
15	3.0	17.0	21.331
5	1.0	17.0	3.1
17	2.0	15.0	7.651
14	1.0	11.0	2.41
10	3.0	2.0	4.831
22	3.0	9.0	6.681
14	2.0	19.0	7.171
19	2.0	23.0	6.691
12	2.0	2.0	4.07
10	2.0	14.0	9.911
12	1.0	26.0	1.61
18	2.0	6.0	11.721
20	2.0	21.0	3.38
20	2.0	13.0	6.551
10	2.0	12.0	2.68
6	2.0	13.0	7.501
17	2.0	24.0	10.711
6	2.0	25.0	6.411
22	2.0	10.0	6.141
8	3.0	19.0	14.181
17	3.0	14.0	21.411
21	2.0	7.0	3.77
19	2.0	17.0	7.041
22	2.0	15.0	9.111
8	2.0	4.0	5.441
17	2.0	17.0	12.741
3	1.0	21.0	2.75
18	2.0	12.0	3.05
13	2.0	24.0	2.88
4	1.0	4.0	2.45
15	2.0	22.0	4.171
21	2.0	17.0	18.611
9	2.0	19.0	14.051
3	3.0	26.0	11.881
20	2.0	19.0	16.001
16	2.0	8.0	5.471
2	1.0	23.0	3.25
9	2.0	13.0	4.991
2	1.0	25.0	4.05
3	2.0	11.0	4.901
11	1.0	1.0	1.93
22	3.0	21.0	24.631
9	2.0	24.0	10.961
10	2.0	13.0	2.1
17	1.0	22.0	1.8
17	2.0	17.0	13.201
7	2.0	7.0	5.691
6	2.0	12.0	8.181
16	2.0	11.0	8.621
5	2.0	16.0	3.73
8	1.0	12.0	1.69
12	2.0	21.0	18.911
16	2.0	3.0	2.57
8	2.0	24.0	3.4
3	2.0	12.0	10.551
9	2.0	15.0	3.79
1	2.0	13.0	3.59
6	2.0	15.0	5.231
10	1.0	15.0	1.86
10	2.0	14.0	7.751
8	2.0	24.0	4.801
20	2.0	14.0	10.871
3	1.0	23.0	1.7
5	2.0	17.0	28.801
8	2.0	13.0	5.611
17	2.0	16.0	9.371
5	2.0	17.0	25.841
11	2.0	21.0	4.551
5	2.0	23.0	2.78
13	3.0	10.0	12.161
6	2.0	13.0	7.131
22	2.0	25.0	7.801
16	2.0	17.0	2.89
14	2.0	14.0	5.361
3	2.0	15.0	15.171
15	1.0	17.0	1.54
19	3.0	13.0	6.341
7	3.0	25.0	8.791
12	2.0	17.0	2.54
22	2.0	6.0	4.521
18	2.0	7.0	10.051
12	2.0	19.0	3.46
19	2.0	24.0	7.571
13	2.0	12.0	7.181
9	3.0	22.0	9.771
20	2.0	3.0	5.881
3	3.0	6.0	12.121
16	1.0	1.0	1.96
15	2.0	16.0	8.871
21	1.0	12.0	2.15
10	2.0	16.0	5.791
22	1.0	5.0	3.06
12	1.0	10.0	2.57
22	3.0	17.0	21.251
5	3.0	7.0	15.061
4	2.0	24.0	7.811
17	2.0	26.0	2.46
21	1.0	10.0	2.62
16	2.0	10.0	5.751
1	2.0	22.0	8.811
7	3.0	1.0	5.631
21	2.0	23.0	3.31
10	2.0	15.0	3.18
20	2.0	23.0	8.361
4	3.0	7.0	10.571
15	2.0	14.0	18.891
20	2.0	19.0	17.461
21	2.0	15.0	7.551
12	2.0	9.0	3.66
17	2.0	11.0	10.081
15	2.0	8.0	5.161
2	2.0	25.0	8.861
19	2.0	21.0	6.281
12	2.0	19.0	2.24
12	3.0	17.0	20.311
5	2.0	6.0	7.181
5	2.0	7.0	8.711
19	2.0	21.0	6.071
10	2.0	16.0	3.27
10	3.0	6.0	11.131
19	2.0	7.0	3.45
6	2.0	6.0	4.901
21	2.0	15.0	12.401
6	2.0	16.0	2.7
9	2.0	19.0	9.801
17	2.0	22.0	10.011
12	3.0	6.0	14.941
19	2.0	19.0	8.751
21	2.0	21.0	5.171
21	2.0	16.0	7.741
6	2.0	21.0	2.23
15	2.0	15.0	4.581
5	3.0	7.0	15.321
17	2.0	14.0	7.321
5	2.0	17.0	27.741
1	2.0	14.0	3.22
18	2.0	3.0	4.09
13	2.0	25.0	4.501
15	2.0	24.0	6.701
3	2.0	12.0	3.57
8	2.0	15.0	12.701
14	1.0	1.0	2.9
22	2.0	10.0	9.221
16	2.0	23.0	8.651
20	2.0	10.0	2.44
15	2.0	11.0	10.691
22	3.0	3.0	7.541
10	2.0	22.0	8.441
11	2.0	2.0	2.06
17	2.0	7.0	7.381
12	2.0	21.0	6.381
16	2.0	26.0	6.071
6	2.0	17.0	15.401
5	1.0	7.0	2.1
15	3.0	2.0	4.871
5	2.0	11.0	6.991
9	3.0	22.0	10.961
17	2.0	23.0	5.141
1	1.0	9.0	2.2
6	2.0	7.0	9.431
15	1.0	21.0	2.09
11	2.0	23.0	3.1
18	1.0	4.0	1.67
4	2.0	17.0	6.791
18	1.0	20.0	3.1
2	2.0	20.0	4.11
16	2.0	25.0	5.401
15	1.0	20.0	2.1
6	2.0	14.0	7.511
2	1.0	3.0	2.16
